record_id,date,period,hospital_id,hospital_name,region,department,total_beds,operational_beds,occupied_beds_morning,admissions,discharges,transfers_in,transfers_out,emergency_arrivals,elective_surgeries,cancellations,staff_nurses,staff_doctors,avg_wait_time_min,median_wait_time_min,bed_turnover_time_hr,patients_left_without_seen,isolation_beds_used,source_system,notes
C2026_00402,2026-01-17,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,37,30,4,7,2,2,0,0,1,5,2,41.5,33.5,2.3,0,1,HIS_A,
C2026_00403,2026-01-17,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,44,41,37,13,21,2,4,28,0,1,14,5,82.9,70.0,4.6,0,0,Manual_CSV,
C2026_00404,2026-01-17,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,32,32,33,3,2,0,3,0,0,0,15,5,57.2,48.4,4.9,0,1,HIS_B,
C2026_00405,2026-01-17,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,78,78,73,9,9,0,3,2,0,0,10,5,32.4,25.4,3.9,0,5,HIS_A,
C2026_00406,2026-01-17,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,54,41,5,9,3,2,0,6,0,4,3,65.3,49.2,4.8,0,0,HIS_A,
C2026_00407,2026-01-17,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,40,29,7,9,4,1,1,0,0,5,5,480,21.3,3.4,0,3,HIS_B,wait-time outlier
C2026_00408,2026-01-17,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,45,39,7,2,1,4,2,0,2,6,4,45.9,36.6,3.9,0,1,HIS_A,
C2026_00409,2026-01-18,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,42,42,35,11,7,2,4,28,0,0,13,5,88.0,63.5,5.3,4,2,HIS_B,
C2026_00410,2026-01-18,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,30,29,28,3,2,2,2,0,0,0,13,5,73.3,58.6,4.9,0,1,HIS_A,
C2026_00411,2026-01-18,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,76,76,66,11,18,2,0,3,0,0,9,2,38.0,24.6,2.9,0,2,HIS_A,
C2026_00412,2026-01-18,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,51,42,6,9,0,1,1,8,2,9,5,66.1,41.9,1.3,0,2,HIS_A,
C2026_00413,2026-01-18,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,36,27,0,0,6,0,1,0,0,6,3,46.7,33.2,4.5,0,2,HIS_A,
C2026_00414,2026-01-18,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,44,36,4,9,2,2,2,0,2,7,4,44.9,29.8,5.6,0,3,HIS_A,
C2026_00415,2026-01-18,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,38,37,27,10,6,5,2,24,0,0,7,4,77.8,60.3,3.2,2,0,BedBoard,
C2026_00416,2026-01-18,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,26,26,23,2,5,6,4,0,0,0,12,5,52.2,34.0,4.9,0,2,HIS_A,
C2026_00417,2026-01-18,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,72,72,59,12,12,2,1,3,0,0,8,5,50.9,43.3,4.1,0,3,Manual_CSV,
C2026_00418,2026-01-18,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,47,,6,6,4,1,2,6,2,5,3,69.6,53.0,3.8,0,1,HIS_B,
C2026_00419,2026-01-18,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,33,25,1,0,2,3,2,0,0,6,5,54.8,46.5,2.8,0,1,HIS_B,
C2026_00420,2026-01-18,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,39,26,1,4,3,0,1,0,0,7,3,32.5,21.0,3.9,0,1,Manual_CSV,
C2026_00421,2026-01-18,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,35,32,27,7,6,0,0,20,0,0,4,3,83.3,68.0,4.8,1,2,HIS_A,
C2026_00422,2026-01-18,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,23,22,19,1,1,2,0,2,0,1,6,1,58.2,49.2,6.4,0,1,Manual_CSV,
C2026_00423,2026-01-18,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,69,69,55,16,17,1,2,6,0,2,12,3,38.9,28.3,6.3,0,3,HIS_B,
C2026_00424,2026-01-18,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,42,32,7,11,4,1,3,3,2,4,4,60.6,48.9,5.4,0,0,HIS_B,
C2026_00425,2026-01-18,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,29,19,2,5,3,2,0,0,0,8,3,31.7,23.3,3.5,0,1,HIS_B,
C2026_00426,2026-01-18,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,37,27,10,17,0,3,6,0,0,7,2,38.8,28.4,2.8,0,1,BedBoard,
C2026_00427,2026-01-18,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,44,42,38,5,-1,2,5,20,0,0,7,7,64.2,49.7,4.3,0,0,HIS_B,possible extraction error
C2026_00428,2026-01-18,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,32,32,34,7,7,3,0,3,0,0,20,7,77.4,59.0,5.8,0,1,Manual_CSV,
C2026_00429,2026-01-18,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,78,76,73,16,11,3,0,5,0,0,12,4,61.5,43.4,3.7,0,2,HIS_B,
C2026_00430,2026-01-18,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,54,43,7,7,3,1,3,4,0,8,5,84.0,62.6,5.3,0,3,HIS_A,
C2026_00431,2026-01-18,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,40,30,0,0,4,3,1,0,0,7,3,34.9,21.7,4.0,0,3,Manual_CSV,
C2026_00432,2026-01-18,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,46,39,8,6,2,0,2,0,0,4,2,69.0,54.0,5.4,0,1,Manual_CSV,
C2026_00433,2026-01-19,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,42,42,39,12,9,3,3,24,0,2,11,5,111.3,78.0,3.9,3,2,BedBoard,
C2026_00434,2026-01-19,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,30,28,30,1,3,3,2,0,0,0,14,7,79.7,54.5,5.9,0,1,HIS_A,
C2026_00435,2026-01-19,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,76,76,79,17,13,1,1,2,0,0,12,4,42.0,27.3,4.8,0,0,HIS_A,capacity reconciliation needed
C2026_00436,2026-01-19,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,49,42,6,13,3,0,0,6,0,7,3,87.3,55.9,4.7,0,4,BedBoard,
C2026_00437,2026-01-19,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,38,29,0,0,4,1,0,0,0,4,2,36.0,24.8,4.2,0,1,BedBoard,
C2026_00438,2026-01-19,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,44,39,2,8,2,3,0,0,0,7,2,35.8,25.5,4.5,0,2,BedBoard,
C2026_00439,2026-01-19,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ER,38,36,36,6,8,4,3,42,0,0,10,4,94.5,74.7,7.9,3,0,HIS_B,
C2026_00440,2026-01-19,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,26,26,24,1,4,2,3,0,0,0,12,2,26.8,17.9,6.2,0,1,Manual_CSV,
C2026_00441,2026-01-19,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,72,72,62,12,10,0,1,0,0,0,9,5,29.8,24.8,6.4,0,3,BedBoard,
C2026_00442,2026-01-19,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,47,42,6,7,1,2,0,11,1,8,6,,51.0,3.9,0,1,HIS_B,
C2026_00443,2026-01-19,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,34,27,1,13,1,0,2,0,0,9,2,78.3,49.9,5.6,0,1,BedBoard,
C2026_00444,2026-01-19,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,39,32,6,9,0,2,1,0,3,4,2,26.1,17.2,3.7,0,0,HIS_B,
C2026_00445,2026-01-19,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,35,33,31,12,11,2,2,25,0,0,8,6,94.8,62.6,3.7,2,0,HIS_B,
C2026_00446,2026-01-19,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,23,21,21,4,2,0,2,2,0,0,12,5,83.3,64.5,5.3,0,0,HIS_B,
C2026_00447,2026-01-19,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,69,68,57,13,13,4,2,0,0,0,6,5,52.0,32.6,5.0,0,5,HIS_A,
C2026_00448,2026-01-19,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,45,40,5,6,3,3,0,1,0,6,5,63.4,49.9,5.0,0,1,Manual_CSV,
C2026_00449,2026-01-19,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,31,23,4,5,4,0,0,0,0,3,3,41.6,28.5,3.0,0,1,Manual_CSV,
C2026_00450,2026-01-19,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,37,29,5,7,0,3,0,0,1,4,1,,42.4,2.1,0,1,HIS_B,
C2026_00451,2026-01-19,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,44,42,41,12,15,1,1,37,0,1,9,8,103.4,76.0,4.5,3,1,HIS_B,
C2026_00452,2026-01-19,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,32,32,34,6,11,3,1,2,0,0,18,7,83.8,66.2,5.1,0,0,HIS_B,
C2026_00453,2026-01-19,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,78,78,80,12,13,4,2,2,0,0,12,6,70.8,60.4,6.2,0,2,Manual_CSV,
C2026_00454,2026-01-19,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,54,47,7,2,2,3,5,10,0,6,4,86.4,55.6,4.0,0,1,BedBoard,
C2026_00455,2026-01-19,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,40,33,2,0,2,3,0,0,0,6,6,45.2,35.8,4.8,0,2,Manual_CSV,
C2026_00456,2026-01-19,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,45,38,8,9,2,1,2,0,1,7,4,74.0,63.0,3.5,0,0,Manual_CSV,
C2026_00457,2026-01-20,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,42,40,34,7,1,4,2,54,0,0,11,3,110.9,89.4,5.8,5,2,HIS_A,
C2026_00458,2026-01-20,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,30,30,31,3,7,2,0,1,0,1,14,5,64.3,48.6,6.1,0,1,HIS_A,
C2026_00459,2026-01-20,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,76,73,63,13,12,3,4,1,0,1,8,1,51.3,33.6,4.4,0,0,Manual_CSV,
C2026_00460,2026-01-20,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,52,43,5,12,3,2,2,15,0,7,4,90.5,74.6,2.6,0,2,BedBoard,
C2026_00461,2026-01-20,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,38,29,5,0,3,0,1,0,0,2,3,51.4,39.3,4.3,0,1,BedBoard,
C2026_00462,2026-01-20,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,42,34,6,6,5,2,3,0,0,10,3,46.5,38.0,3.5,0,3,BedBoard,
C2026_00463,2026-01-20,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,38,38,30,15,23,4,3,26,0,0,9,2,92.5,75.1,5.5,2,2,Manual_CSV,
C2026_00464,2026-01-20,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,26,26,24,3,10,2,3,3,0,0,13,5,71.5,46.1,5.0,0,1,HIS_B,
C2026_00465,2026-01-20,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,72,70,61,12,12,4,2,3,0,2,4,3,56.1,38.5,5.7,0,1,HIS_B,
C2026_00466,2026-01-20,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,48,44,6,6,2,1,1,17,2,6,4,70.6,54.5,3.3,0,1,Manual_CSV,
C2026_00467,2026-01-20,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,33,26,4,9,0,4,3,0,0,5,3,,30.0,3.6,0,1,HIS_B,
C2026_00468,2026-01-20,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,40,35,4,8,4,0,3,0,1,9,2,56.9,48.3,5.2,0,3,BedBoard,
C2026_00469,2026-01-20,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,35,35,29,9,4,3,5,30,0,0,11,4,102.0,73.3,3.6,3,2,BedBoard,
C2026_00470,2026-01-20,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,23,22,24,4,6,2,2,0,0,0,8,1,79.1,52.1,4.5,0,0,BedBoard,capacity reconciliation needed
C2026_00471,2026-01-20,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,69,69,64,11,18,2,2,0,0,1,10,5,40.5,28.8,2.9,0,1,HIS_B,
C2026_00472,2026-01-20,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,45,40,6,0,3,2,4,11,0,9,4,73.1,54.9,5.4,0,0,BedBoard,
C2026_00473,2026-01-20,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,29,22,0,3,3,1,0,0,0,2,1,24.4,16.7,4.8,0,2,HIS_A,
C2026_00474,2026-01-20,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,35,27,4,8,2,4,1,0,0,3,2,43.1,29.9,3.7,0,1,Manual_CSV,
C2026_00475,2026-01-20,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,44,43,38,13,10,2,1,34,0,1,12,4,78.6,58.4,5.7,0,3,HIS_B,
C2026_00476,2026-01-20,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,32,32,30,6,8,3,2,1,0,1,15,3,62.3,52.1,3.3,0,1,Manual_CSV,
C2026_00477,2026-01-20,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,78,77,72,12,15,4,2,0,0,0,8,4,87.6,74.9,4.4,0,0,HIS_A,
C2026_00478,2026-01-20,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,53,50,3,1,3,3,0,3,0,12,3,94.0,74.5,6.5,0,4,HIS_A,
C2026_00479,2026-01-20,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,39,32,5,11,2,2,2,0,0,8,2,70.4,58.3,6.4,0,1,BedBoard,
C2026_00480,2026-01-20,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,45,40,8,6,3,3,4,0,0,5,6,50.0,34.9,4.8,0,1,HIS_A,
C2026_00481,2026-01-21,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,42,41,37,11,7,1,0,45,0,0,10,4,98.7,77.0,3.3,6,0,HIS_A,
C2026_00482,2026-01-21,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,30,30,29,0,0,0,1,1,0,0,15,3,66.6,47.6,3.0,0,2,HIS_A,
C2026_00483,2026-01-21,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,76,74,65,12,14,2,1,0,0,1,10,2,42.7,27.3,4.2,0,2,BedBoard,
C2026_00484,2026-01-21,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,51,50,8,11,1,1,5,13,1,10,2,77.5,63.2,7.7,0,4,Manual_CSV,
C2026_00485,2026-01-21,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,38,29,6,9,3,2,6,0,0,5,1,47.5,29.9,5.5,0,0,HIS_B,
C2026_00486,2026-01-21,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,44,38,3,5,3,2,1,0,0,1,2,49.5,42.5,4.4,0,3,HIS_B,
C2026_00487,2026-01-21,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,38,37,30,12,8,1,1,42,0,0,6,2,121.3,92.4,4.0,4,0,HIS_B,
C2026_00488,2026-01-21,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,26,24,26,0,2,4,2,2,0,0,10,4,71.2,59.0,4.9,0,1,HIS_B,
C2026_00489,2026-01-21,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,72,72,65,13,10,2,3,1,0,0,13,5,,36.2,5.2,0,3,HIS_B,
C2026_00490,2026-01-21,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,47,42,5,4,2,4,3,11,0,7,5,71.0,46.9,4.5,0,3,Manual_CSV,
C2026_00491,2026-01-21,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,33,23,2,2,1,2,0,0,0,7,1,47.3,38.4,4.6,0,2,HIS_B,
C2026_00492,2026-01-21,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,38,32,2,7,3,5,0,0,1,7,2,54.5,34.5,3.7,0,1,BedBoard,
C2026_00493,2026-01-21,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,35,33,28,13,9,2,0,36,0,1,9,6,82.1,68.2,3.9,0,2,HIS_A,
C2026_00494,2026-01-21,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,23,23,23,4,2,3,1,0,0,0,10,6,54.2,42.4,4.7,0,2,Manual_CSV,
C2026_00495,2026-01-21,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,69,69,63,8,11,3,2,2,0,0,8,6,40.9,27.6,2.7,0,2,Manual_CSV,
C2026_00496,2026-01-21,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,45,40,5,4,4,0,1,10,0,5,5,58.3,49.4,2.2,0,3,HIS_B,
C2026_00497,2026-01-21,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,30,24,0,0,3,1,0,0,0,6,3,45.1,34.5,3.9,0,2,HIS_B,
C2026_00498,2026-01-21,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,36,26,8,10,3,1,3,0,1,5,1,48.0,30.4,3.7,0,2,HIS_B,
C2026_00499,2026-01-21,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,44,44,39,14,12,3,2,47,0,1,10,5,114.0,90.4,2.1,4,2,Manual_CSV,
C2026_00500,2026-01-21,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,32,31,33,0,0,3,2,0,0,0,16,5,57.3,47.6,4.2,0,1,HIS_A,
C2026_00501,2026-01-21,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,78,77,73,16,12,1,3,2,0,0,11,5,66.1,47.8,2.8,0,2,Manual_CSV,
C2026_00502,2026-01-21,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,54,50,10,7,4,1,9,17,1,10,3,77.8,49.5,5.6,0,4,Manual_CSV,
C2026_00503,2026-01-21,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,40,35,3,4,1,1,0,0,2,8,5,58.9,36.9,3.9,0,3,HIS_A,
C2026_00504,2026-01-21,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Obstetrics,46,44,36,5,5,1,2,0,0,0,5,1,58.7,45.9,5.6,0,2,HIS_A,
C2026_00505,2026-01-22,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,42,40,33,11,13,4,3,29,0,1,12,6,64.6,51.1,5.2,3,3,HIS_A,
C2026_00506,2026-01-22,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,30,29,28,0,0,2,0,0,0,1,13,5,54.0,36.2,7.5,0,0,Manual_CSV,
C2026_00507,2026-01-22,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,76,76,67,10,8,3,0,3,0,0,7,5,46.1,30.5,3.5,0,2,Manual_CSV,
C2026_00508,2026-01-22,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,51,42,6,9,1,2,1,12,0,6,4,70.2,48.8,1.5,0,1,HIS_A,
C2026_00509,2026-01-22,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,38,32,2,3,4,3,0,0,1,6,3,41.3,32.4,4.3,0,2,HIS_A,
C2026_00510,2026-01-22,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,44,41,8,12,3,1,0,0,0,4,3,80.6,60.7,5.0,0,1,HIS_B,
C2026_00511,2026-01-22,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,38,37,32,12,18,2,6,36,0,0,12,3,97.0,78.8,5.5,3,2,HIS_B,
C2026_00512,2026-01-22,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,26,26,,2,0,3,1,0,0,1,11,4,63.7,46.8,6.4,0,2,Manual_CSV,
C2026_00513,2026-01-22,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Medical Ward,72,72,56,16,20,2,2,0,0,0,9,3,54.1,40.6,2.5,0,3,HIS_B,
C2026_00514,2026-01-22,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,46,47,0,,1,2,1,10,0,6,5,104.1,83.4,5.2,0,2,Manual_CSV,
C2026_00515,2026-01-22,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,32,21,1,0,3,2,0,0,0,3,3,6.3,4.9,3.0,0,0,HIS_B,
C2026_00516,2026-01-22,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,40,32,8,2,0,3,1,0,0,5,1,30.8,24.6,1.6,0,0,Manual_CSV,
C2026_00517,2026-01-22,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,35,33,30,8,7,0,0,23,0,0,8,4,66.5,45.5,4.6,1,2,Manual_CSV,
C2026_00518,2026-01-22,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,23,23,22,0,0,1,2,0,0,0,13,2,56.6,41.8,4.3,0,0,Manual_CSV,
C2026_00519,2026-01-22,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,69,69,63,12,6,2,2,0,0,0,10,3,40.1,30.8,4.5,0,6,Manual_CSV,
C2026_00520,2026-01-22,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,43,35,7,,4,1,0,7,0,7,4,73.5,61.7,4.5,0,0,Manual_CSV,
C2026_00521,2026-01-22,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,30,23,1,0,2,1,2,0,0,3,2,34.6,26.4,4.7,0,2,HIS_B,
C2026_00522,2026-01-22,Comparison_2026_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,37,27,6,4,3,2,2,0,0,7,1,45.0,33.9,4.1,0,3,HIS_B,
C2026_00523,2026-01-22,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,44,41,40,18,8,0,2,28,0,0,13,6,98.1,79.5,3.3,3,1,Manual_CSV,
C2026_00524,2026-01-22,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,32,31,31,5,1,2,2,0,0,0,11,4,85.5,72.9,2.4,0,0,Manual_CSV,
C2026_00525,2026-01-22,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,78,78,69,10,9,1,2,0,0,0,12,6,30.9,24.8,3.6,0,2,HIS_A,
C2026_00526,2026-01-22,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,53,53,8,4,0,3,1,8,0,8,4,86.8,59.6,5.6,0,3,Manual_CSV,
C2026_00527,2026-01-22,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,39,32,4,0,0,1,0,0,1,5,3,35.7,30.4,3.1,0,3,HIS_B,
C2026_00528,2026-01-22,Comparison_2026_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,46,42,6,11,1,0,2,0,0,6,6,58.5,44.2,3.1,0,2,HIS_A,
C2026_00529,2026-01-23,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,42,42,37,12,13,1,2,24,0,0,10,7,62.7,47.8,3.0,0,0,BedBoard,
C2026_00530,2026-01-23,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,30,30,29,0,2,1,3,0,0,0,12,5,53.2,43.0,5.1,0,2,HIS_B,
C2026_00531,2026-01-23,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,76,75,69,15,16,3,2,3,0,0,6,5,49.8,41.3,4.6,0,6,HIS_A,
C2026_00532,2026-01-23,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,52,52,8,5,2,0,3,14,1,12,4,78.1,60.1,3.9,0,1,BedBoard,
C2026_00533,2026-01-23,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,36,31,2,2,1,3,1,0,0,6,2,58.8,40.7,5.1,0,2,HIS_B,
C2026_00534,2026-01-23,Comparison_2026_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,44,37,5,5,0,1,3,0,0,8,2,59.7,49.3,1.6,0,1,Manual_CSV,
C2026_00535,2026-01-23,Comparison_2026_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,38,36,32,9,11,5,3,44,0,1,10,5,101.1,82.9,4.7,3,2,BedBoard,
