record_id,date,period,hospital_id,hospital_name,region,department,total_beds,operational_beds,occupied_beds_morning,admissions,discharges,transfers_in,transfers_out,emergency_arrivals,elective_surgeries,cancellations,staff_nurses,staff_doctors,avg_wait_time_min,median_wait_time_min,bed_turnover_time_hr,patients_left_without_seen,isolation_beds_used,source_system,notes
B2025_00417,2025-01-18,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,70,70,62,16,18,1,0,0,0,0,9,4,60.8,50.6,3.0,0,0,HIS_B,
B2025_00418,2025-01-18,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,48,35,8,8,0,2,3,12,0,6,4,73.6,57.6,4.7,0,2,Manual_CSV,
B2025_00419,2025-01-18,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,33,23,9,6,4,1,4,0,0,4,5,58.4,48.0,6.2,0,0,HIS_B,
B2025_00420,2025-01-18,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,40,29,10,9,1,1,3,0,1,4,1,42.8,34.9,2.1,0,2,HIS_A,
B2025_00421,2025-01-18,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,33,32,26,15,16,0,1,26,0,1,1,5,126.8,99.0,5.4,4,2,HIS_B,
B2025_00422,2025-01-18,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,21,18,17,3,0,1,1,1,0,0,9,3,64.1,44.7,7.0,0,0,HIS_B,
B2025_00423,2025-01-18,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,67,66,57,8,9,2,3,0,0,0,8,1,52.2,43.0,6.4,0,3,Manual_CSV,
B2025_00424,2025-01-18,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,42,36,4,7,1,3,0,13,0,4,2,53.4,36.1,6.1,0,2,HIS_B,manual entry
B2025_00425,2025-01-18,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,31,23,4,8,3,2,0,0,1,9,3,17.5,14.0,2.7,0,1,HIS_A,
B2025_00426,2025-01-18,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,35,25,4,-4,1,2,1,0,1,3,1,31.1,23.8,2.5,0,1,Manual_CSV,possible extraction error
B2025_00427,2025-01-18,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,42,40,37,13,22,2,3,31,0,0,9,4,101.9,74.6,5.0,3,1,BedBoard,
B2025_00428,2025-01-18,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,30,29,26,4,11,6,4,0,0,1,14,2,53.0,42.5,5.9,0,0,HIS_A,
B2025_00429,2025-01-18,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,76,76,74,12,17,2,4,3,0,0,13,5,73.9,54.1,5.6,0,0,BedBoard,
B2025_00430,2025-01-18,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,53,51,3,0,2,1,2,10,0,11,4,999,49.3,4.8,0,1,BedBoard,wait-time outlier
B2025_00431,2025-01-18,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,40,30,3,9,1,2,0,0,0,3,1,38.4,26.2,2.7,0,1,BedBoard,
B2025_00432,2025-01-18,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,46,35,7,12,3,0,2,0,1,9,4,43.8,31.6,4.0,0,3,Manual_CSV,
B2025_00433,2025-01-19,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,40,39,30,17,21,3,3,24,0,0,8,6,94.9,62.7,4.4,1,2,Manual_CSV,
B2025_00434,2025-01-19,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,28,27,25,1,5,3,3,0,0,0,13,4,60.4,40.1,5.1,0,2,HIS_A,
B2025_00435,2025-01-19,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,74,74,67,15,17,1,4,1,0,0,9,6,73.6,45.8,1.6,0,1,HIS_A,
B2025_00436,2025-01-19,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,52,36,5,5,0,1,1,15,2,6,4,41.2,31.6,5.3,0,4,HIS_A,system refresh delay
B2025_00437,2025-01-19,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,38,23,7,9,1,1,3,0,0,2,1,38.0,25.3,4.3,0,3,BedBoard,night shift estimate
B2025_00438,2025-01-19,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,41,27,5,5,4,2,0,0,0,9,1,9.5,7.5,4.5,0,0,HIS_B,
B2025_00439,2025-01-19,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,36,34,26,11,16,3,4,15,0,1,8,3,114.2,84.0,2.6,2,0,HIS_A,
B2025_00440,2025-01-19,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,24,23,21,2,0,1,3,2,0,0,6,2,39.7,33.4,4.0,0,1,HIS_B,
B2025_00441,2025-01-19,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,70,70,60,9,6,2,0,0,0,0,7,5,41.6,28.0,5.2,0,0,HIS_B,
B2025_00442,2025-01-19,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,47,39,8,8,2,4,4,1,1,9,3,54.0,43.8,6.2,0,2,HIS_B,
B2025_00443,2025-01-19,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,31,22,1,0,3,2,3,0,0,4,1,41.9,29.2,4.1,0,1,BedBoard,
B2025_00444,2025-01-19,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,40,27,7,6,1,3,0,0,0,5,4,37.6,23.8,2.4,0,3,Manual_CSV,
B2025_00445,2025-01-19,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,33,33,30,11,15,2,1,24,0,1,7,4,109.9,92.5,3.9,2,0,HIS_A,
B2025_00446,2025-01-19,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,21,21,18,0,2,2,1,1,0,0,12,3,48.1,38.2,3.1,0,2,Manual_CSV,
B2025_00447,2025-01-19,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,67,67,56,13,17,3,2,0,0,0,10,5,73.0,49.6,5.7,0,2,HIS_B,
B2025_00448,2025-01-19,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgical Ward,45,44,32,9,10,0,1,2,3,0,5,3,70.8,55.3,5.2,0,2,BedBoard,
B2025_00449,2025-01-19,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,29,21,0,0,1,3,6,0,1,5,1,28.0,20.0,5.6,0,2,Manual_CSV,
B2025_00450,2025-01-19,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,36,24,7,7,1,2,0,0,0,4,2,23.1,14.5,4.6,0,2,HIS_A,
B2025_00451,2025-01-19,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,42,41,36,16,13,4,0,32,0,1,7,7,89.4,69.6,4.6,0,2,BedBoard,
B2025_00452,2025-01-19,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,30,29,26,2,1,3,2,0,0,0,14,2,48.5,33.3,4.8,0,1,HIS_B,
B2025_00453,2025-01-19,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,76,76,72,15,18,2,2,0,0,2,11,5,80.1,62.3,5.9,0,3,Manual_CSV,
B2025_00454,2025-01-19,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,54,48,6,4,1,2,1,16,2,9,4,71.1,45.8,3.9,0,4,HIS_A,
B2025_00455,2025-01-19,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,38,30,7,8,2,1,0,0,1,5,3,59.0,47.2,5.0,0,1,Manual_CSV,
B2025_00456,2025-01-19,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,45,36,4,7,3,2,0,0,0,9,2,41.1,32.5,6.4,0,1,Manual_CSV,
B2025_00457,2025-01-20,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,40,39,39,17,,1,4,25,0,0,9,5,136.0,115.2,6.3,4,2,Manual_CSV,
B2025_00458,2025-01-20,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,28,27,29,3,0,3,3,0,0,0,12,5,72.8,48.5,5.5,0,1,BedBoard,
B2025_00459,2025-01-20,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,74,73,69,6,0,0,2,3,0,1,10,5,56.4,38.0,7.3,0,3,Manual_CSV,
B2025_00460,2025-01-20,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,50,48,13,17,0,3,1,15,1,9,4,71.5,60.2,4.2,0,4,HIS_A,
B2025_00461,2025-01-20,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,36,27,4,1,3,3,1,0,1,5,2,36.5,27.3,4.9,0,3,Manual_CSV,night shift estimate
B2025_00462,2025-01-20,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,43,38,5,8,5,3,3,0,1,7,4,40.8,33.8,5.4,0,1,HIS_A,
B2025_00463,2025-01-20,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,36,36,34,15,25,1,3,31,0,0,5,4,144.3,116.5,6.6,3,2,HIS_B,
B2025_00464,2025-01-20,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,24,22,22,2,6,2,1,2,0,0,15,3,51.2,35.3,3.1,0,0,HIS_B,
B2025_00465,2025-01-20,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,70,69,65,6,6,3,1,2,0,1,7,3,67.5,57.9,3.5,0,1,HIS_A,
B2025_00466,2025-01-20,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,48,42,7,10,1,0,3,10,1,8,5,80.4,50.8,5.4,0,0,BedBoard,
B2025_00467,2025-01-20,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,33,29,4,2,1,2,1,0,1,4,3,45.8,29.6,5.0,0,2,HIS_B,
B2025_00468,2025-01-20,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,39,30,6,2,4,2,0,0,1,7,4,49.9,41.9,5.7,0,2,Manual_CSV,
B2025_00469,2025-01-20,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,33,31,28,7,10,2,2,36,0,0,5,3,145.2,121.6,3.2,8,1,Manual_CSV,
B2025_00470,2025-01-20,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,21,21,18,5,5,0,1,0,0,1,9,3,32.0,25.5,3.2,0,1,HIS_B,
B2025_00471,2025-01-20,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,67,65,55,11,14,2,2,0,0,0,8,5,52.1,38.6,4.6,0,4,BedBoard,
B2025_00472,2025-01-20,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,45,39,6,11,5,3,1,10,1,6,3,74.5,46.2,3.4,0,1,BedBoard,
B2025_00473,2025-01-20,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,28,20,3,6,1,4,1,0,0,2,3,39.1,24.4,5.4,0,1,HIS_A,
B2025_00474,2025-01-20,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,37,25,5,3,2,1,3,0,0,1,1,46.2,36.7,5.1,0,1,Manual_CSV,
B2025_00475,2025-01-20,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,42,41,41,14,8,2,2,29,0,0,11,6,111.7,71.2,4.9,3,3,HIS_B,
B2025_00476,2025-01-20,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,30,27,29,0,1,3,0,0,0,1,14,5,74.7,57.6,8.8,0,2,BedBoard,
B2025_00477,2025-01-20,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,76,75,76,14,6,3,1,2,0,0,14,4,90.4,56.5,6.9,0,1,Manual_CSV,
B2025_00478,2025-01-20,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,53,50,6,4,1,3,0,12,1,9,4,76.1,49.0,5.6,0,4,BedBoard,
B2025_00479,2025-01-20,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,37,29,7,9,4,0,0,0,0,4,1,57.2,36.9,3.5,0,3,BedBoard,
B2025_00480,2025-01-20,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,45,38,13,16,4,1,2,0,1,7,1,70.8,60.2,5.5,0,1,HIS_B,
B2025_00481,2025-01-21,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,40,40,39,8,2,4,1,38,0,2,9,6,102.2,76.4,5.2,3,2,HIS_B,
B2025_00482,2025-01-21,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,28,28,29,3,3,0,1,1,0,1,,6,48.0,39.2,5.2,0,2,Manual_CSV,
B2025_00483,2025-01-21,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,74,73,71,12,20,2,1,5,0,1,10,4,57.1,36.4,6.5,0,0,HIS_A,
B2025_00484,2025-01-21,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,52,52,7,5,2,0,0,14,1,9,3,78.5,50.8,5.1,0,0,HIS_B,
B2025_00485,2025-01-21,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,35,28,1,0,1,3,0,0,0,4,3,61.4,52.5,4.4,0,0,HIS_A,
B2025_00486,2025-01-21,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,43,39,0,2,1,1,0,0,1,8,5,46.9,30.3,4.3,0,0,BedBoard,
B2025_00487,2025-01-21,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ER,36,36,35,15,15,1,0,33,0,0,8,8,102.0,82.6,4.5,3,3,BedBoard,
B2025_00488,2025-01-21,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,24,23,22,2,4,4,4,0,0,1,9,1,59.4,37.2,5.5,0,2,HIS_B,
B2025_00489,2025-01-21,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,70,70,69,15,14,3,4,3,0,0,4,1,94.0,72.0,3.0,0,3,BedBoard,
B2025_00490,2025-01-21,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,48,43,3,1,3,2,3,5,0,6,3,72.2,59.8,4.3,0,2,HIS_A,
B2025_00491,2025-01-21,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,34,26,3,0,2,4,1,0,1,10,2,44.5,37.5,3.1,0,3,Manual_CSV,
B2025_00492,2025-01-21,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,39,30,9,12,3,4,0,0,0,4,1,46.4,36.4,7.2,0,2,HIS_B,
B2025_00493,2025-01-21,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,33,33,29,12,5,1,2,31,0,2,6,5,92.5,59.8,4.4,2,3,Manual_CSV,
B2025_00494,2025-01-21,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,21,20,19,4,4,2,0,3,0,1,9,1,63.8,44.5,6.8,0,1,BedBoard,
B2025_00495,2025-01-21,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,67,66,62,12,13,2,1,2,0,0,10,4,73.8,61.2,3.8,0,1,HIS_B,
B2025_00496,2025-01-21,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,44,41,9,11,3,1,0,14,2,9,5,62.1,44.3,6.6,0,0,HIS_B,
B2025_00497,2025-01-21,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,31,21,0,6,1,2,5,0,0,3,2,42.6,36.3,3.8,0,1,HIS_A,
B2025_00498,2025-01-21,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,34,26,2,1,2,2,0,0,0,5,1,39.2,26.1,5.4,0,2,BedBoard,
B2025_00499,2025-01-21,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,42,39,38,6,4,0,1,31,0,0,7,4,119.9,79.4,4.5,2,2,Manual_CSV,
B2025_00500,2025-01-21,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,30,29,29,0,0,5,1,0,0,2,16,5,65.2,55.0,7.0,0,1,Manual_CSV,
B2025_00501,2025-01-21,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,76,74,75,9,7,3,0,2,0,2,7,3,94.4,69.0,6.9,0,5,BedBoard,
B2025_00502,2025-01-21,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,54,48,6,13,0,2,0,8,1,9,4,73.7,54.9,2.5,0,3,HIS_B,
B2025_00503,2025-01-21,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,39,32,6,1,0,3,1,0,0,2,1,75.7,56.3,7.2,0,1,HIS_B,
B2025_00504,2025-01-21,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,46,37,8,8,4,3,0,0,0,3,3,45.7,36.1,4.5,0,3,Manual_CSV,
B2025_00505,2025-01-22,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,40,40,32,9,11,4,2,22,0,1,7,2,95.8,60.6,5.4,3,0,HIS_A,
B2025_00506,2025-01-22,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,28,27,28,2,4,2,3,1,0,1,13,6,80.3,57.8,3.5,0,0,BedBoard,
B2025_00507,2025-01-22,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,74,73,68,14,22,1,0,0,0,1,11,2,100.8,77.0,6.6,0,1,HIS_A,
B2025_00508,2025-01-22,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,51,42,6,7,2,2,1,14,2,9,5,63.0,49.8,5.3,0,3,Manual_CSV,
B2025_00509,2025-01-22,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,35,27,4,8,0,3,2,0,0,4,2,53.4,38.7,6.6,0,1,BedBoard,
B2025_00510,2025-01-22,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,44,35,2,0,4,3,1,0,0,3,2,35.3,27.4,7.0,0,3,HIS_A,
B2025_00511,2025-01-22,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,36,35,30,11,12,4,3,34,0,1,6,2,129.2,90.1,6.5,4,1,HIS_B,
B2025_00512,2025-01-22,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,24,23,22,6,1,5,3,4,0,0,9,3,69.5,56.5,1.2,0,1,HIS_B,
B2025_00513,2025-01-22,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,70,69,62,11,11,3,0,2,0,0,10,4,63.6,47.6,3.8,0,0,Manual_CSV,
B2025_00514,2025-01-22,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,47,40,11,9,4,0,0,12,2,10,1,76.5,58.8,5.7,0,0,HIS_B,
B2025_00515,2025-01-22,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,34,28,2,5,5,0,1,0,2,9,1,48.1,31.1,7.0,0,3,BedBoard,
B2025_00516,2025-01-22,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,39,30,3,1,2,2,0,0,1,7,1,26.3,19.6,3.1,0,1,Manual_CSV,
B2025_00517,2025-01-22,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,33,33,32,10,10,3,0,33,0,0,8,3,151.5,96.1,6.8,6,2,HIS_A,
B2025_00518,2025-01-22,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,21,20,20,0,0,4,1,0,0,0,9,5,83.5,59.5,3.5,0,0,HIS_A,
B2025_00519,2025-01-22,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,67,66,61,14,10,4,4,4,0,0,13,4,70.6,55.0,4.0,0,5,Manual_CSV,
B2025_00520,2025-01-22,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,44,51,7,6,3,0,0,13,2,7,4,57.0,42.4,6.4,0,0,HIS_A,capacity reconciliation needed
B2025_00521,2025-01-22,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,30,23,3,5,3,0,1,0,0,7,3,50.6,33.9,3.8,0,2,BedBoard,
B2025_00522,2025-01-22,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,36,29,7,2,0,3,5,0,0,4,1,50.2,42.7,5.9,0,2,HIS_A,
B2025_00523,2025-01-22,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,42,41,41,10,1,0,1,19,0,0,13,6,73.8,60.6,3.6,0,0,BedBoard,
B2025_00524,2025-01-22,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,30,29,30,6,10,2,1,0,0,0,13,4,80.0,62.3,7.0,0,1,HIS_A,
B2025_00525,2025-01-22,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,76,76,73,15,15,4,2,4,0,0,12,7,85.4,60.7,5.9,0,4,Manual_CSV,
B2025_00526,2025-01-22,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,53,50,5,2,4,3,2,9,0,6,4,78.0,63.2,4.5,0,2,BedBoard,
B2025_00527,2025-01-22,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Paeds,40,38,31,3,9,5,1,0,0,0,5,5,52.0,35.8,4.7,0,2,HIS_A,
B2025_00528,2025-01-22,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,45,39,6,4,5,1,3,0,0,,3,58.2,44.3,4.8,0,0,Manual_CSV,
B2025_00529,2025-01-23,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,40,39,39,9,16,0,4,36,0,0,6,6,127.2,102.3,4.6,4,1,BedBoard,
B2025_00530,2025-01-23,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,28,26,25,0,6,1,2,0,0,0,16,3,47.0,34.0,4.0,0,0,Manual_CSV,
B2025_00531,2025-01-23,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,74,73,75,18,13,1,3,3,0,0,11,5,75.1,58.6,3.2,0,3,HIS_A,
B2025_00532,2025-01-23,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,51,48,2,1,4,2,0,12,2,7,2,80.8,52.9,5.4,0,3,HIS_B,
B2025_00533,2025-01-23,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,38,29,1,8,1,1,0,0,0,8,5,34.3,22.1,4.4,0,0,Manual_CSV,
B2025_00534,2025-01-23,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,43,38,11,14,1,3,1,0,0,5,2,54.1,44.2,4.3,0,2,HIS_B,
B2025_00535,2025-01-23,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,36,36,35,14,12,1,2,26,0,0,8,4,104.0,64.8,5.6,2,3,HIS_A,
B2025_00536,2025-01-23,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,24,22,21,3,0,3,2,2,0,0,9,4,51.0,37.9,5.5,0,1,Manual_CSV,
B2025_00537,2025-01-23,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,70,69,65,10,7,0,4,1,0,0,11,3,54.3,45.8,5.3,0,1,BedBoard,
B2025_00538,2025-01-23,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,48,42,5,6,4,0,4,11,1,8,6,86.2,55.6,3.7,0,3,Manual_CSV,
B2025_00539,2025-01-23,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,34,26,3,4,2,2,0,0,0,6,2,39.8,34.1,3.3,0,2,BedBoard,
B2025_00540,2025-01-23,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,40,31,5,0,2,2,0,0,0,5,2,41.0,33.0,4.7,0,2,BedBoard,
B2025_00541,2025-01-23,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,33,33,26,8,11,1,1,19,0,0,5,3,112.4,79.8,5.2,3,2,HIS_A,
B2025_00542,2025-01-23,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,21,20,21,3,4,2,5,4,0,0,13,4,77.3,57.8,5.5,0,1,HIS_A,
B2025_00543,2025-01-23,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Medical Ward,67,65,62,9,5,2,2,6,0,1,,5,72.0,58.8,4.1,0,5,HIS_A,
B2025_00544,2025-01-23,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,43,34,4,3,3,0,3,2,1,8,2,72.9,47.0,6.1,0,2,BedBoard,
B2025_00545,2025-01-23,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,31,26,4,10,3,3,0,0,0,3,1,51.2,41.2,4.6,0,2,Manual_CSV,
B2025_00546,2025-01-23,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,36,29,0,0,3,3,0,0,0,7,2,41.9,31.4,2.3,0,0,HIS_B,
B2025_00547,2025-01-23,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,42,41,40,13,10,4,2,35,0,1,9,5,128.1,96.1,5.6,1,1,HIS_B,
B2025_00548,2025-01-23,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,30,29,35,5,2,2,5,0,0,0,14,4,77.6,65.8,4.8,0,2,HIS_B,capacity reconciliation needed
B2025_00549,2025-01-23,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Medical Ward,76,75,72,13,6,3,2,1,0,0,6,7,74.7,51.2,4.2,0,6,Manual_CSV,system refresh delay
B2025_00550,2025-01-23,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,54,49,7,6,2,1,2,13,2,12,5,91.2,76.4,3.1,0,4,HIS_A,
